# BRON:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.419       52.165      -0.20  VALKENBURG
# 225:         4.575       52.463       4.40  IJMUIDEN
# 235:         4.785       52.924       0.50  DE KOOY
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T,  T10,   TD,    P
# 
  235,20090628,    1,  192,     ,  172,10160
  235,20090628,    2,  189,     ,  170,10159
  235,20090628,    3,  186,     ,  170,10156
  235,20090628,    4,  184,     ,  167,10157
  235,20090628,    5,  186,     ,  167,10159
  235,20090628,    6,  188,  181,  161,10162
  235,20090628,    7,  192,     ,  161,10163
  235,20090628,    8,  202,     ,  163,10164
  235,20090628,    9,  214,     ,  163,10164
  235,20090628,   10,  216,     ,  168,10164
  235,20090628,   11,  214,     ,  160,10162
  235,20090628,   12,  224,  192,  173,10165
  235,20090628,   13,  219,     ,  173,10166
  235,20090628,   14,  219,     ,  173,10164
  235,20090628,   15,  220,     ,  165,10162
  235,20090628,   16,  218,     ,  169,10161
  235,20090628,   17,  213,     ,  169,10161
  235,20090628,   18,  212,  220,  169,10162
  235,20090628,   19,  205,     ,  170,10162
  235,20090628,   20,  199,     ,  167,10167
  235,20090628,   21,  194,     ,  171,10169
  235,20090628,   22,  188,     ,  173,10167
  235,20090628,   23,  182,     ,  170,10169
  235,20090628,   24,  174,  146,  164,10169
  235,20090629,    1,  163,     ,  160,10171
  235,20090629,    2,  154,     ,  152,10171
  235,20090629,    3,  150,     ,  147,10170
  235,20090629,    4,  159,     ,  154,10173
  235,20090629,    5,  179,     ,  173,10176
  235,20090629,    6,  195,  114,  184,10178
  235,20090629,    7,  210,     ,  170,10179
  235,20090629,    8,  216,     ,  160,10183
  235,20090629,    9,  228,     ,  165,10188
  235,20090629,   10,  222,     ,  152,10189
  235,20090629,   11,  225,     ,  159,10191
  235,20090629,   12,  230,  200,  155,10194
  235,20090629,   13,  231,     ,  154,10196
  235,20090629,   14,  220,     ,  152,10198
  235,20090629,   15,  217,     ,  153,10197
  235,20090629,   16,  207,     ,  138,10197
  235,20090629,   17,  203,     ,  156,10197
  235,20090629,   18,  198,  209,  158,10199
  235,20090629,   19,  189,     ,  153,10202
  235,20090629,   20,  178,     ,  151,10205
  235,20090629,   21,  175,     ,  154,10209
  235,20090629,   22,  176,     ,  158,10213
  235,20090629,   23,  171,     ,  157,10212
  235,20090629,   24,  165,  147,  154,10210
  235,20090630,    1,  162,     ,  154,10212
  235,20090630,    2,  156,     ,  153,10211
  235,20090630,    3,  153,     ,  150,10212
  235,20090630,    4,  148,     ,  145,10216
  235,20090630,    5,  151,     ,  147,10219
  235,20090630,    6,  157,  149,  152,10221
  235,20090630,    7,  161,     ,  155,10222
  235,20090630,    8,  173,     ,  162,10224
  235,20090630,    9,  179,     ,  150,10226
  235,20090630,   10,  185,     ,  150,10229
  235,20090630,   11,  191,     ,  150,10230
  235,20090630,   12,  201,  158,  158,10230
  235,20090630,   13,  199,     ,  157,10230
  235,20090630,   14,  200,     ,  155,10228
  235,20090630,   15,  199,     ,  157,10226
  235,20090630,   16,  196,     ,  156,10224
  235,20090630,   17,  189,     ,  154,10225
  235,20090630,   18,  182,  197,  148,10226
  235,20090630,   19,  179,     ,  151,10225
  235,20090630,   20,  171,     ,  149,10229
  235,20090630,   21,  168,     ,  150,10235
  235,20090630,   22,  171,     ,  154,10240
  235,20090630,   23,  172,     ,  152,10239
  235,20090630,   24,  170,  168,  154,10238
  235,20090701,    1,  175,     ,  155,10237
  235,20090701,    2,  177,     ,  152,10236
  235,20090701,    3,  172,     ,  147,10231
  235,20090701,    4,  170,     ,  153,10228
  235,20090701,    5,  174,     ,  155,10230
  235,20090701,    6,  180,  160,  157,10233
  235,20090701,    7,  184,     ,  164,10237
  235,20090701,    8,  179,     ,  157,10242
  235,20090701,    9,  204,     ,  165,10243
  235,20090701,   10,  210,     ,  157,10243
  235,20090701,   11,  217,     ,  153,10241
  235,20090701,   12,  226,  185,  165,10240
  235,20090701,   13,  228,     ,  166,10238
  235,20090701,   14,  230,     ,  154,10235
  235,20090701,   15,  229,     ,  153,10233
  235,20090701,   16,  217,     ,  154,10230
  235,20090701,   17,  212,     ,  145,10227
  235,20090701,   18,  207,  216,  156,10226
  235,20090701,   19,  200,     ,  150,10229
  235,20090701,   20,  194,     ,  159,10228
  235,20090701,   21,  189,     ,  162,10229
  235,20090701,   22,  189,     ,  164,10233
  235,20090701,   23,  189,     ,  165,10234
  235,20090701,   24,  186,  176,  150,10230
  235,20090702,    1,  187,     ,  146,10226
  235,20090702,    2,  185,     ,  157,10221
  235,20090702,    3,  183,     ,  160,10219
  235,20090702,    4,  187,     ,  159,10216
  235,20090702,    5,  193,     ,  159,10215
  235,20090702,    6,  201,  173,  160,10215
  235,20090702,    7,  209,     ,  155,10216
  235,20090702,    8,  214,     ,  158,10215
  235,20090702,    9,  224,     ,  165,10210
  235,20090702,   10,  235,     ,  171,10207
  235,20090702,   11,  240,     ,  181,10206
  235,20090702,   12,  243,  207,  187,10201
  235,20090702,   13,  243,     ,  186,10196
  235,20090702,   14,  241,     ,  192,10190
  235,20090702,   15,  241,     ,  188,10186
  235,20090702,   16,  234,     ,  169,10181
  235,20090702,   17,  223,     ,  162,10175
  235,20090702,   18,  220,  227,  159,10172
  235,20090702,   19,  213,     ,  171,10172
  235,20090702,   20,  208,     ,  161,10175
  235,20090702,   21,  200,     ,  153,10174
  235,20090702,   22,  194,     ,  156,10169
  235,20090702,   23,  193,     ,  156,10162
  235,20090702,   24,  197,  185,  159,10158
  235,20090703,    1,  195,     ,  154,10154
  235,20090703,    2,  195,     ,  150,10149
  235,20090703,    3,  192,     ,  155,10144
  235,20090703,    4,  192,     ,  156,10140
  235,20090703,    5,  196,     ,  165,10136
  235,20090703,    6,  201,  182,  169,10133
  235,20090703,    7,  210,     ,  170,10131
  235,20090703,    8,  229,     ,  188,10126
  235,20090703,    9,  248,     ,  194,10125
  235,20090703,   10,  260,     ,  201,10123
  235,20090703,   11,  265,     ,  210,10120
  235,20090703,   12,  280,  211,  188,10113
  235,20090703,   13,  259,     ,  182,10117
  235,20090703,   14,  202,     ,  175,10124
  235,20090703,   15,  193,     ,  165,10123
  235,20090703,   16,  191,     ,  163,10122
  235,20090703,   17,  186,     ,  165,10126
  235,20090703,   18,  184,  190,  158,10128
  235,20090703,   19,  181,     ,  155,10128
  235,20090703,   20,  178,     ,  156,10126
  235,20090703,   21,  176,     ,  157,10124
  235,20090703,   22,  176,     ,  159,10126
  235,20090703,   23,  176,     ,  161,10124
  235,20090703,   24,  172,  169,  160,10126
  235,20090704,    1,  175,     ,  162,10125
  235,20090704,    2,  170,     ,  160,10124
  235,20090704,    3,  170,     ,  159,10122
  235,20090704,    4,  167,     ,  155,10123
  235,20090704,    5,  170,     ,  149,10125
  235,20090704,    6,  178,  159,  155,10126
  235,20090704,    7,  184,     ,  150,10131
  235,20090704,    8,  191,     ,  145,10135
  235,20090704,    9,  201,     ,  144,10135
  235,20090704,   10,  205,     ,  144,10138
  235,20090704,   11,  205,     ,  135,10139
  235,20090704,   12,  208,  182,  135,10139
  235,20090704,   13,  212,     ,  146,10139
  235,20090704,   14,  209,     ,  135,10139
  235,20090704,   15,  206,     ,  141,10136
  235,20090704,   16,  205,     ,  145,10132
  235,20090704,   17,  201,     ,  140,10130
  235,20090704,   18,  199,  213,  138,10129
  235,20090704,   19,  191,     ,  137,10127
  235,20090704,   20,  171,     ,  139,10128
  235,20090704,   21,  159,     ,  142,10129
  235,20090704,   22,  147,     ,  132,10130
  235,20090704,   23,  151,     ,  140,10130
  235,20090704,   24,  150,   91,  135,10128
  235,20090705,    1,  146,     ,  134,10124
  235,20090705,    2,  137,     ,  125,10120
  235,20090705,    3,  139,     ,  127,10117
  235,20090705,    4,  143,     ,  133,10114
  235,20090705,    5,  168,     ,  152,10114
  235,20090705,    6,  195,   95,  150,10113
  235,20090705,    7,  219,     ,  149,10113
  235,20090705,    8,  227,     ,  139,10112
  235,20090705,    9,  225,     ,  140,10113
  235,20090705,   10,  220,     ,  138,10113
  235,20090705,   11,  219,     ,  131,10112
  235,20090705,   12,  230,  201,  130,10107
  235,20090705,   13,  226,     ,  126,10105
  235,20090705,   14,  222,     ,  127,10102
  235,20090705,   15,  234,     ,  127,10095
  235,20090705,   16,  220,     ,  154,10090
  235,20090705,   17,  207,     ,  152,10086
  235,20090705,   18,  196,  194,  154,10090
  235,20090705,   19,  188,     ,  148,10087
  235,20090705,   20,  188,     ,  151,10091
  235,20090705,   21,  176,     ,  155,10092
  235,20090705,   22,  171,     ,  145,10090
  235,20090705,   23,  159,     ,  137,10087
  235,20090705,   24,  151,  138,  131,10085
  235,20090706,    1,  170,     ,  146,10081
  235,20090706,    2,  166,     ,  140,10077
  235,20090706,    3,  163,     ,  134,10073
  235,20090706,    4,  163,     ,  134,10072
  235,20090706,    5,  168,     ,  133,10071
  235,20090706,    6,  175,  141,  131,10072
  235,20090706,    7,  177,     ,  137,10076
  235,20090706,    8,  177,     ,  137,10079
  235,20090706,    9,  189,     ,  136,10077
  235,20090706,   10,  190,     ,  138,10077
  235,20090706,   11,  189,     ,  132,10076
  235,20090706,   12,  191,  178,  129,10073
  235,20090706,   13,  195,     ,  134,10067
  235,20090706,   14,  200,     ,  131,10064
  235,20090706,   15,  188,     ,  127,10058
  235,20090706,   16,  197,     ,  130,10055
  235,20090706,   17,  185,     ,  129,10052
  235,20090706,   18,  180,  185,  119,10046
  235,20090706,   19,  173,     ,  120,10043
  235,20090706,   20,  170,     ,  111,10044
  235,20090706,   21,  167,     ,  117,10040
  235,20090706,   22,  170,     ,  118,10039
  235,20090706,   23,  169,     ,  127,10035
  235,20090706,   24,  168,  162,  130,10030
  235,20090707,    1,  166,     ,  130,10025
  235,20090707,    2,  165,     ,  130,10021
  235,20090707,    3,  160,     ,  130,10018
  235,20090707,    4,  149,     ,  124,10017
  235,20090707,    5,  160,     ,  129,10014
  235,20090707,    6,  157,  141,  123,10014
  235,20090707,    7,  165,     ,  124,10015
  235,20090707,    8,  158,     ,  129,10016
  235,20090707,    9,  169,     ,  130,10020
  235,20090707,   10,  178,     ,  124,10023
  235,20090707,   11,  186,     ,  125,10024
  235,20090707,   12,  185,  153,  120,10026
  235,20090707,   13,  186,     ,  122,10024
  235,20090707,   14,  183,     ,  122,10026
  235,20090707,   15,  182,     ,  125,10028
  235,20090707,   16,  183,     ,  125,10028
  235,20090707,   17,  179,     ,  122,10030
  235,20090707,   18,  175,  177,  127,10029
  235,20090707,   19,  166,     ,  127,10030
  235,20090707,   20,  161,     ,  127,10030
  235,20090707,   21,  159,     ,  132,10033
  235,20090707,   22,  153,     ,  128,10033
  235,20090707,   23,  148,     ,  125,10033
  235,20090707,   24,  147,  136,  123,10033
  235,20090708,    1,  151,     ,  127,10031
  235,20090708,    2,  155,     ,  133,10028
  235,20090708,    3,  156,     ,  129,10028
  235,20090708,    4,  149,     ,  130,10029
  235,20090708,    5,  159,     ,  137,10031
  235,20090708,    6,  161,  132,  135,10035
  235,20090708,    7,  167,     ,  138,10038
  235,20090708,    8,  171,     ,  140,10042
  235,20090708,    9,  176,     ,  137,10046
  235,20090708,   10,  170,     ,  135,10051
  235,20090708,   11,  185,     ,  134,10056
  235,20090708,   12,  156,  160,  130,10064
  235,20090708,   13,  168,     ,  124,10071
  235,20090708,   14,  173,     ,  106,10076
  235,20090708,   15,  175,     ,  110,10081
  235,20090708,   16,  163,     ,  109,10086
  235,20090708,   17,  161,     ,   99,10091
  235,20090708,   18,  160,  157,  110,10096
  235,20090708,   19,  152,     ,  110,10099
  235,20090708,   20,  151,     ,  105,10104
  235,20090708,   21,  149,     ,  104,10107
  235,20090708,   22,  151,     ,  101,10109
  235,20090708,   23,  150,     ,   94,10110
  235,20090708,   24,  149,  145,   90,10111
  235,20090709,    1,  146,     ,   87,10111
  235,20090709,    2,  147,     ,   91,10109
  235,20090709,    3,  142,     ,   91,10109
  235,20090709,    4,  142,     ,   90,10111
  235,20090709,    5,  141,     ,  102,10111
  235,20090709,    6,  143,  126,   95,10114
  235,20090709,    7,  156,     ,   93,10118
  235,20090709,    8,  159,     ,   90,10119
  235,20090709,    9,  163,     ,   89,10122
  235,20090709,   10,  162,     ,   93,10124
  235,20090709,   11,  178,     ,  101,10125
  235,20090709,   12,  162,  138,   86,10123
  235,20090709,   13,  174,     ,  100,10125
  235,20090709,   14,  172,     ,   93,10124
  235,20090709,   15,  170,     ,   89,10122
  235,20090709,   16,  160,     ,   77,10121
  235,20090709,   17,  155,     ,   89,10120
  235,20090709,   18,  150,  153,   81,10119
  235,20090709,   19,  147,     ,   79,10116
  235,20090709,   20,  145,     ,   78,10113
  235,20090709,   21,  144,     ,   69,10111
  235,20090709,   22,  145,     ,   85,10107
  235,20090709,   23,  147,     ,   91,10103
  235,20090709,   24,  142,  138,   89,10100
  235,20090710,    1,  138,     ,   90,10094
  235,20090710,    2,  137,     ,   94,10090
  235,20090710,    3,  134,     ,  106,10084
  235,20090710,    4,  136,     ,  108,10079
  235,20090710,    5,  133,     ,  118,10078
  235,20090710,    6,  141,  124,  124,10077
  235,20090710,    7,  139,     ,  126,10082
  235,20090710,    8,  143,     ,  129,10086
  235,20090710,    9,  144,     ,  125,10094
  235,20090710,   10,  149,     ,  125,10101
  235,20090710,   11,  152,     ,  116,10109
  235,20090710,   12,  142,  137,  112,10116
  235,20090710,   13,  160,     ,  114,10122
  235,20090710,   14,  165,     ,  105,10129
  235,20090710,   15,  168,     ,  105,10132
  235,20090710,   16,  165,     ,   97,10134
  235,20090710,   17,  154,     ,   82,10140
  235,20090710,   18,  148,  145,   83,10140
  235,20090710,   19,  144,     ,   69,10142
  235,20090710,   20,  140,     ,   77,10143
  235,20090710,   21,  137,     ,   85,10142
  235,20090710,   22,  138,     ,   91,10143
  235,20090710,   23,  141,     ,   90,10142
  235,20090710,   24,  140,  129,   89,10139
  235,20090711,    1,  146,     ,   86,10139
  235,20090711,    2,  140,     ,   94,10137
  235,20090711,    3,  141,     ,   94,10132
  235,20090711,    4,  146,     ,  107,10130
  235,20090711,    5,  148,     ,  107,10126
  235,20090711,    6,  156,  130,  105,10126
  235,20090711,    7,  147,     ,  102,10129
  235,20090711,    8,  155,     ,  111,10130
  235,20090711,    9,  165,     ,  104,10131
  235,20090711,   10,  169,     ,  103,10134
  235,20090711,   11,  173,     ,  114,10136
  235,20090711,   12,  177,  146,  112,10138
  235,20090711,   13,  175,     ,  107,10139
  235,20090711,   14,  176,     ,  104,10139
  235,20090711,   15,  169,     ,  103,10140
  235,20090711,   16,  170,     ,  100,10140
  235,20090711,   17,  172,     ,  109,10138
  235,20090711,   18,  162,  173,  102,10137
  235,20090711,   19,  155,     ,  105,10137
  235,20090711,   20,  142,     ,  102,10135
  235,20090711,   21,  147,     ,  113,10130
  235,20090711,   22,  150,     ,  115,10126
  235,20090711,   23,  151,     ,  116,10120
  235,20090711,   24,  145,  113,  114,10114
  235,20090712,    1,  149,     ,  126,10107
  235,20090712,    2,  150,     ,  132,10096
  235,20090712,    3,  154,     ,  140,10092
  235,20090712,    4,  157,     ,  150,10088
  235,20090712,    5,  160,     ,  150,10084
  235,20090712,    6,  164,  138,  153,10082
  235,20090712,    7,  164,     ,  153,10080
  235,20090712,    8,  163,     ,  152,10076
  235,20090712,    9,  161,     ,  153,10072
  235,20090712,   10,  159,     ,  150,10069
  235,20090712,   11,  163,     ,  155,10064
  235,20090712,   12,  167,  158,  158,10061
  235,20090712,   13,  174,     ,  161,10062
  235,20090712,   14,  177,     ,  161,10066
  235,20090712,   15,  180,     ,  161,10069
  235,20090712,   16,  181,     ,  156,10072
  235,20090712,   17,  182,     ,  154,10076
  235,20090712,   18,  183,  166,  151,10078
  235,20090712,   19,  178,     ,  150,10080
  235,20090712,   20,  178,     ,  149,10082
  235,20090712,   21,  172,     ,  149,10082
  235,20090712,   22,  171,     ,  150,10086
  235,20090712,   23,  168,     ,  146,10088
  235,20090712,   24,  160,  155,  144,10087
  235,20090713,    1,  170,     ,  150,10085
  235,20090713,    2,  170,     ,  150,10085
  235,20090713,    3,  167,     ,  150,10087
  235,20090713,    4,  160,     ,  148,10088
  235,20090713,    5,  170,     ,  158,10092
  235,20090713,    6,  186,  149,  149,10097
  235,20090713,    7,  187,     ,  144,10100
  235,20090713,    8,  187,     ,  140,10105
  235,20090713,    9,  192,     ,  149,10107
  235,20090713,   10,  194,     ,  147,10111
  235,20090713,   11,  197,     ,  147,10112
  235,20090713,   12,  193,  194,  143,10115
  235,20090713,   13,  191,     ,  141,10114
  235,20090713,   14,  190,     ,  133,10115
  235,20090713,   15,  193,     ,  123,10112
  235,20090713,   16,  198,     ,  111,10110
  235,20090713,   17,  204,     ,   96,10109
  235,20090713,   18,  196,  201,   96,10107
  235,20090713,   19,  184,     ,  113,10104
  235,20090713,   20,  180,     ,  125,10104
  235,20090713,   21,  168,     ,  124,10102
  235,20090713,   22,  186,     ,  126,10098
  235,20090713,   23,  181,     ,  138,10094
  235,20090713,   24,  168,  143,  140,10090
  235,20090714,    1,  163,     ,  134,10087
  235,20090714,    2,  144,     ,  122,10090
  235,20090714,    3,  140,     ,  124,10091
  235,20090714,    4,  160,     ,  145,10092
  235,20090714,    5,  169,     ,  144,10095
  235,20090714,    6,  172,  116,  147,10097
  235,20090714,    7,  184,     ,  142,10100
  235,20090714,    8,  197,     ,  145,10100
  235,20090714,    9,  207,     ,  142,10104
  235,20090714,   10,  207,     ,  132,10105
  235,20090714,   11,  210,     ,  149,10107
  235,20090714,   12,  209,  172,  139,10112
  235,20090714,   13,  213,     ,  133,10112
  235,20090714,   14,  216,     ,  127,10111
  235,20090714,   15,  218,     ,  131,10112
  235,20090714,   16,  219,     ,  124,10112
  235,20090714,   17,  217,     ,  126,10112
  235,20090714,   18,  207,  206,  132,10111
  235,20090714,   19,  206,     ,  135,10112
  235,20090714,   20,  183,     ,  134,10116
  235,20090714,   21,  183,     ,  146,10116
  235,20090714,   22,  185,     ,  145,10117
  235,20090714,   23,  162,     ,  141,10125
  235,20090714,   24,  166,  161,  151,10117
  235,20090715,    1,  163,     ,  150,10118
  235,20090715,    2,  159,     ,  148,10119
  235,20090715,    3,  156,     ,  143,10119
  235,20090715,    4,  148,     ,  138,10121
  235,20090715,    5,  163,     ,  152,10123
  235,20090715,    6,  181,  132,  159,10124
  235,20090715,    7,  193,     ,  159,10127
  235,20090715,    8,  196,     ,  155,10131
  235,20090715,    9,  195,     ,  143,10137
  235,20090715,   10,  196,     ,  141,10140
  235,20090715,   11,  201,     ,  140,10145
  235,20090715,   12,  202,  183,  134,10147
  235,20090715,   13,  208,     ,  133,10151
  235,20090715,   14,  198,     ,  138,10153
  235,20090715,   15,  201,     ,  129,10154
  235,20090715,   16,  203,     ,  129,10157
  235,20090715,   17,  195,     ,  137,10158
  235,20090715,   18,  189,  185,  134,10163
  235,20090715,   19,  183,     ,  132,10167
  235,20090715,   20,  177,     ,  135,10171
  235,20090715,   21,  175,     ,  141,10175
  235,20090715,   22,  174,     ,  144,10178
  235,20090715,   23,  174,     ,  145,10182
  235,20090715,   24,  171,  165,  145,10184
  235,20090716,    1,  172,     ,  144,10187
  235,20090716,    2,  171,     ,  145,10191
  235,20090716,    3,  168,     ,  145,10191
  235,20090716,    4,  167,     ,  146,10196
  235,20090716,    5,  174,     ,  150,10199
  235,20090716,    6,  179,  160,  150,10203
  235,20090716,    7,  184,     ,  151,10205
  235,20090716,    8,  185,     ,  147,10207
  235,20090716,    9,  191,     ,  150,10211
  235,20090716,   10,  193,     ,  152,10213
  235,20090716,   11,  197,     ,  148,10211
  235,20090716,   12,  200,  181,  145,10209
  235,20090716,   13,  206,     ,  153,10207
  235,20090716,   14,  210,     ,  144,10204
  235,20090716,   15,  216,     ,  137,10201
  235,20090716,   16,  211,     ,  122,10193
  235,20090716,   17,  215,     ,  112,10188
  235,20090716,   18,  205,  212,  125,10181
  235,20090716,   19,  197,     ,  134,10173
  235,20090716,   20,  191,     ,  135,10165
  235,20090716,   21,  194,     ,  149,10151
  235,20090716,   22,  195,     ,  163,10140
  235,20090716,   23,  194,     ,  162,10129
  235,20090716,   24,  193,  178,  156,10121
  235,20090717,    1,  194,     ,  150,10113
  235,20090717,    2,  197,     ,  146,10098
  235,20090717,    3,  183,     ,  145,10108
  235,20090717,    4,  173,     ,  158,10093
  235,20090717,    5,  175,     ,  163,10073
  235,20090717,    6,  174,  169,  157,10065
  235,20090717,    7,  174,     ,  162,10060
  235,20090717,    8,  174,     ,  159,10063
  235,20090717,    9,  185,     ,  168,10062
  235,20090717,   10,  197,     ,  161,10060
  235,20090717,   11,  201,     ,  162,10061
  235,20090717,   12,  205,  169,  155,10061
  235,20090717,   13,  187,     ,  141,10063
  235,20090717,   14,  191,     ,  142,10068
  235,20090717,   15,  195,     ,  136,10065
  235,20090717,   16,  193,     ,  134,10064
  235,20090717,   17,  189,     ,  128,10059
  235,20090717,   18,  183,  179,  130,10058
  235,20090717,   19,  175,     ,  132,10055
  235,20090717,   20,  166,     ,  138,10059
  235,20090717,   21,  157,     ,  133,10052
  235,20090717,   22,  155,     ,  128,10048
  235,20090717,   23,  157,     ,  114,10047
  235,20090717,   24,  158,  145,  113,10041
  235,20090718,    1,  151,     ,  129,10042
  235,20090718,    2,  148,     ,  128,10040
  235,20090718,    3,  146,     ,  124,10035
  235,20090718,    4,  145,     ,  130,10034
  235,20090718,    5,  148,     ,  133,10031
  235,20090718,    6,  149,  140,  136,10033
  235,20090718,    7,  157,     ,  129,10036
  235,20090718,    8,  163,     ,  136,10037
  235,20090718,    9,  171,     ,  136,10040
  235,20090718,   10,  159,     ,  133,10045
  235,20090718,   11,  161,     ,  138,10051
  235,20090718,   12,  163,  148,  136,10060
  235,20090718,   13,  156,     ,  134,10067
  235,20090718,   14,  169,     ,  130,10074
  235,20090718,   15,  169,     ,  136,10077
  235,20090718,   16,  177,     ,  131,10082
  235,20090718,   17,  171,     ,  130,10085
  235,20090718,   18,  175,  153,  137,10086
  235,20090718,   19,  173,     ,  136,10088
  235,20090718,   20,  169,     ,  130,10093
  235,20090718,   21,  173,     ,  135,10094
  235,20090718,   22,  170,     ,  139,10094
  235,20090718,   23,  167,     ,  137,10092
  235,20090718,   24,  165,  159,  136,10091
  235,20090719,    1,  164,     ,  136,10090
  235,20090719,    2,  160,     ,  132,10089
  235,20090719,    3,  162,     ,  133,10088
  235,20090719,    4,  162,     ,  126,10088
  235,20090719,    5,  164,     ,  124,10089
  235,20090719,    6,  169,  152,  129,10092
  235,20090719,    7,  174,     ,  130,10093
  235,20090719,    8,  180,     ,  133,10098
  235,20090719,    9,  181,     ,  126,10102
  235,20090719,   10,  188,     ,  135,10106
  235,20090719,   11,  188,     ,  137,10109
  235,20090719,   12,  189,  165,  132,10109
  235,20090719,   13,  187,     ,  129,10111
  235,20090719,   14,  184,     ,  131,10111
  235,20090719,   15,  186,     ,  128,10112
  235,20090719,   16,  178,     ,  131,10111
  235,20090719,   17,  182,     ,  132,10112
  235,20090719,   18,  175,  173,  131,10112
  235,20090719,   19,  174,     ,  130,10111
  235,20090719,   20,  171,     ,  126,10111
  235,20090719,   21,  170,     ,  118,10109
  235,20090719,   22,  169,     ,  118,10108
  235,20090719,   23,  168,     ,  120,10104
  235,20090719,   24,  163,  160,  127,10098
  235,20090720,    1,  169,     ,  130,10091
  235,20090720,    2,  156,     ,  126,10089
  235,20090720,    3,  156,     ,  124,10093
  235,20090720,    4,  153,     ,  123,10098
  235,20090720,    5,  155,     ,  123,10104
  235,20090720,    6,  160,  145,  119,10112
  235,20090720,    7,  167,     ,  116,10119
  235,20090720,    8,  170,     ,  129,10126
  235,20090720,    9,  175,     ,  127,10134
  235,20090720,   10,  172,     ,  119,10140
  235,20090720,   11,  179,     ,  120,10143
  235,20090720,   12,  177,  159,  117,10148
  235,20090720,   13,  182,     ,  122,10151
  235,20090720,   14,  185,     ,  120,10151
  235,20090720,   15,  191,     ,  125,10152
  235,20090720,   16,  179,     ,  123,10153
  235,20090720,   17,  182,     ,  126,10149
  235,20090720,   18,  176,  174,  127,10149
  235,20090720,   19,  173,     ,  123,10148
  235,20090720,   20,  172,     ,  125,10146
  235,20090720,   21,  170,     ,  134,10147
  235,20090720,   22,  167,     ,  133,10147
  235,20090720,   23,  165,     ,  133,10147
  235,20090720,   24,  163,  151,  132,10144
  235,20090721,    1,  145,     ,  124,10139
  235,20090721,    2,  130,     ,  117,10138
  235,20090721,    3,  122,     ,  110,10135
  235,20090721,    4,  133,     ,  123,10132
  235,20090721,    5,  138,     ,  128,10131
  235,20090721,    6,  161,  105,  145,10129
  235,20090721,    7,  177,     ,  147,10128
  235,20090721,    8,  188,     ,  138,10125
  235,20090721,    9,  198,     ,  135,10123
  235,20090721,   10,  201,     ,  131,10117
  235,20090721,   11,  202,     ,  121,10115
  235,20090721,   12,  197,  162,  139,10108
  235,20090721,   13,  211,     ,  141,10101
  235,20090721,   14,  210,     ,  142,10091
  235,20090721,   15,  222,     ,  150,10085
  235,20090721,   16,  232,     ,  162,10073
  235,20090721,   17,  232,     ,  166,10062
  235,20090721,   18,  225,  205,  168,10053
  235,20090721,   19,  211,     ,  177,10051
  235,20090721,   20,  204,     ,  180,10054
  235,20090721,   21,  201,     ,  178,10050
  235,20090721,   22,  197,     ,  177,10054
  235,20090721,   23,  188,     ,  171,10047
  235,20090721,   24,  169,  156,  154,10048
  235,20090722,    1,  172,     ,  155,10042
  235,20090722,    2,  180,     ,  165,10040
  235,20090722,    3,  180,     ,  160,10036
  235,20090722,    4,  175,     ,  157,10035
  235,20090722,    5,  176,     ,  159,10026
  235,20090722,    6,  187,  158,  154,10031
  235,20090722,    7,  190,     ,  165,10035
  235,20090722,    8,  183,     ,  159,10039
  235,20090722,    9,  192,     ,  169,10042
  235,20090722,   10,  197,     ,  170,10048
  235,20090722,   11,  199,     ,  148,10047
  235,20090722,   12,  203,  182,  150,10053
  235,20090722,   13,  207,     ,  135,10053
  235,20090722,   14,  205,     ,  129,10053
  235,20090722,   15,  208,     ,  131,10054
  235,20090722,   16,  195,     ,  125,10049
  235,20090722,   17,  192,     ,  129,10045
  235,20090722,   18,  189,  186,  124,10042
  235,20090722,   19,  184,     ,  124,10040
  235,20090722,   20,  178,     ,  128,10039
  235,20090722,   21,  172,     ,  131,10033
  235,20090722,   22,  164,     ,  134,10033
  235,20090722,   23,  155,     ,  135,10029
  235,20090722,   24,  152,  150,  138,10021
  235,20090723,    1,  153,     ,  143,10019
  235,20090723,    2,  158,     ,  147,10013
  235,20090723,    3,  169,     ,  143,10019
  235,20090723,    4,  166,     ,  141,10021
  235,20090723,    5,  168,     ,  143,10020
  235,20090723,    6,  173,  147,  145,10015
  235,20090723,    7,  176,     ,  147,10017
  235,20090723,    8,  178,     ,  149,10023
  235,20090723,    9,  180,     ,  148,10025
  235,20090723,   10,  174,     ,  145,10029
  235,20090723,   11,  181,     ,  146,10028
  235,20090723,   12,  188,  171,  133,10032
  235,20090723,   13,  185,     ,  133,10040
